Site,Year,Site_Year,Transect,Quad,Coral #,Coral Genus,Branch morphology,Percent in,Percent alive,Alive or dead,Area_cm2,Filled in ,Notes
LTER_5,2009,LTER_5_2009,3,2,2,ACR,1,100,0,Dead,30.584,NO,
LTER_5,2009,LTER_5_2009,3,2,3,ACR,1,100,0,Dead,50.4,NO,
LTER_5,2010,LTER_5_2010,3,2,0,,,,,,,,
LTER_5,2006,LTER_5_2006,3,6,1,POC,2,60,100,Live,100.258,NO,
LTER_5,2006,LTER_5_2006,3,6,2,POC,2,100,100,Live,29.5,NO,
LTER_5,2006,LTER_5_2006,3,6,3,POC,3,50,100,Live,215.7,NO,
LTER_5,2006,LTER_5_2006,3,6,5,POC,1,100,100,Live,2.003,NO,
LTER_5,2009,LTER_5_2009,3,6,1,POC,1,100,100,Live,43.862,NO,
LTER_5,2009,LTER_5_2009,3,6,2,POC,1,90,100,Live,202.766,NO,
LTER_5,2009,LTER_5_2009,3,6,3,?,1,100,0,Dead,50.597,NO,
LTER_5,2009,LTER_5_2009,3,6,4,ACR,1,100,100,Live,20.369,NO,
LTER_5,2009,LTER_5_2009,3,6,5,POC,2,40,100,Live,120.254,NO,
LTER_5,2009,LTER_5_2009,3,6,6,ACR,1,30,100,Live,51.606,NO,
LTER_5,2010,LTER_5_2010,3,6,1,POC,2,95,100,Live,162.778,NO,
LTER_5,2006,LTER_5_2006,4,2,1,POC,2,60,100,Live,166.397,NO,
LTER_5,2006,LTER_5_2006,4,2,2,POC,2,80,80,Live,297.346,NO,
LTER_5,2006,LTER_5_2006,4,2,3,POC,3,100,50,Live,68.574,NO,
LTER_5,2006,LTER_5_2006,4,2,4,POC,3,100,50,Live,63.003,NO,
LTER_5,2006,LTER_5_2006,4,2,5,ACR,1,100,100,Live,22.572,NO,
LTER_5,2009,LTER_5_2009,4,2,1,POC,2,60,10,Dead,293.443,YES,
LTER_5,2009,LTER_5_2009,4,2,2,POC,3,100,100,Live,207.129,NO,
LTER_5,2009,LTER_5_2009,4,2,3,ACR,1,100,0,Dead,75.19,NO,
LTER_5,2010,LTER_5_2010,4,2,1,POC,3,100,100,Live,257.377,NO,
LTER_5,2010,LTER_5_2010,4,2,2,POC,2,90,0,Dead,266.683,NO,
LTER_5,2006,LTER_5_2006,4,4,1,POC,2,100,100,Live,71.406,NO,
LTER_5,2006,LTER_5_2006,4,4,2,ACR,1,100,100,Live,18.854,NO,
LTER_5,2006,LTER_5_2006,4,4,3,POC,3,75,60,Live,405.763,NO,
LTER_5,2006,LTER_5_2006,4,4,4,ACR,1,60,100,Live,63.262,NO,
LTER_5,2006,LTER_5_2006,4,4,5,ACR,1,100,100,Live,17.512,NO,
LTER_5,2006,LTER_5_2006,4,4,6,ACR,1,100,100,Live,23.383,NO,
LTER_5,2009,LTER_5_2009,4,4,1,POC,3,30,95,Live,217.195,NO,
LTER_5,2009,LTER_5_2009,4,4,2,ACR,1,100,100,Live,6.677,NO,
LTER_5,2009,LTER_5_2009,4,4,3,ACR,1,100,100,Live,14.7,NO,
LTER_5,2009,LTER_5_2009,4,4,4,ACR,1,100,90,Live,16.673,NO,
LTER_5,2009,LTER_5_2009,4,4,5,ACR,1,100,100,Live,8.202,NO,
LTER_5,2010,LTER_5_2010,4,4,0,,,,,,,,
LTER_5,2006,LTER_5_2006,5,2,1,POC,2,10,100,Live,11.299,NO,
LTER_5,2009,LTER_5_2009,5,2,1,POC,2,95,100,Live,78.782,NO,
LTER_5,2009,LTER_5_2009,5,2,2,POC,3,10,100,Live,37.425,NO,
LTER_5,2009,LTER_5_2009,5,2,3,ACR,1,100,100,Live,8.898,NO,
LTER_5,2009,LTER_5_2009,5,2,4,ACR,1,100,100,Live,10.12,NO,
LTER_5,2010,LTER_5_2010,5,2,0,,,,,,,,
LTER_5,2006,LTER_5_2006,5,6,1,POC,3,20,100,Live,144.556,NO,
LTER_5,2006,LTER_5_2006,5,6,2,POC,1,100,100,Live,26.811,NO,
LTER_5,2006,LTER_5_2006,5,6,3,POC,1,75,50,Live,143.38,NO,
LTER_5,2009,LTER_5_2009,5,6,1,POC,1,80,90,Live,199.914,NO,
LTER_5,2009,LTER_5_2009,5,6,2,POC,1,100,95,Live,335.172,NO,
LTER_5,2009,LTER_5_2009,5,6,3,ACR,1,100,100,Live,17.697,NO,
LTER_5,2009,LTER_5_2009,5,6,4,POC,3,70,100,Live,944.666,NO,
LTER_5,2009,LTER_5_2009,5,6,5,POC,1,100,100,Live,21.983,NO,
LTER_5,2009,LTER_5_2009,5,6,6,POC,1,100,50,Live,12.972,NO,
LTER_5,2010,LTER_5_2010,5,6,2,POC,2,65,100,Live,151.842,NO,
LTER_5,2010,LTER_5_2010,5,6,3,POC,3,90,10,Dead,723.303,NO,
LTER_6,2006,LTER_6_2006,1,2,1,POC,2,50,100,Live,80.685,NO,
LTER_6,2006,LTER_6_2006,1,2,2,POC,2,90,100,Live,122.622,NO,
LTER_6,2006,LTER_6_2006,1,2,3,ACR,1,100,100,Live,7.251,NO,
LTER_6,2006,LTER_6_2006,1,2,4,POC,2,100,100,Live,27.729,NO,
LTER_6,2006,LTER_6_2006,1,2,5,POC,2,80,100,Live,64.198,NO,
LTER_6,2009,LTER_6_2009,1,2,1,POC,2,80,0,Dead,408.828,YES,
LTER_6,2009,LTER_6_2009,1,2,2,ACR,1,100,0,Dead,23.481,NO,
LTER_6,2010,LTER_6_2010,1,2,1,POC,2,50,0,Dead,125.631,NO,
LTER_6,2010,LTER_6_2010,1,2,2,ACR,1,100,100,Live,11.548,NO,
LTER_6,2006,LTER_6_2006,1,4,1,POC,2,60,100,Live,318.759,NO,
LTER_6,2006,LTER_6_2006,1,4,2,POC,2,95,100,Live,326.768,NO,
LTER_6,2006,LTER_6_2006,1,4,3,POC,2,100,100,Live,67.432,NO,
LTER_6,2006,LTER_6_2006,1,4,4,POC,2,50,95,Live,216.729,NO,
LTER_6,2006,LTER_6_2006,1,4,5,POC,2,100,100,Live,13.034,NO,
LTER_6,2006,LTER_6_2006,1,4,6,POC,2,70,100,Live,165.336,NO,
LTER_6,2006,LTER_6_2006,1,4,7,POC,2,30,100,Live,30.066,NO,
LTER_6,2006,LTER_6_2006,1,4,8,ACR,1,100,100,Live,80.916,NO,
LTER_6,2006,LTER_6_2006,1,4,9,ACR,1,100,100,Live,4.46,NO,
LTER_6,2009,LTER_6_2009,1,4,1,POC,2,90,0,Dead,51.324,NO,
LTER_6,2009,LTER_6_2009,1,4,2,POC,2,100,0,Dead,127.485,YES,
LTER_6,2009,LTER_6_2009,1,4,3,POC,2,100,0,Dead,187.627,YES,
LTER_6,2009,LTER_6_2009,1,4,4,POC,2,100,0,Dead,289.863,YES,
LTER_6,2009,LTER_6_2009,1,4,5,POC,2,60,0,Dead,218.202,YES,
LTER_6,2009,LTER_6_2009,1,4,6,POC,2,95,0,Dead,339.257,YES,
LTER_6,2010,LTER_6_2010,1,4,1,ACR,2,60,0,Dead,37.355,YES,
LTER_6,2010,LTER_6_2010,1,4,2,POC,1,100,0,Dead,185.948,YES,
LTER_6,2006,LTER_6_2006,2,2,1,POC,2,80,90,Live,455.082,NO,
LTER_6,2006,LTER_6_2006,2,2,2,POC,2,100,100,Live,47.651,NO,
LTER_6,2006,LTER_6_2006,2,2,3,POC,2,100,100,Live,59.479,NO,
LTER_6,2006,LTER_6_2006,2,2,4,POC,3,25,100,Live,165.319,NO,
LTER_6,2006,LTER_6_2006,2,2,5,ACR,1,100,100,Live,96.51,NO,
LTER_6,2009,LTER_6_2009,2,2,1,POC,3,60,0,Dead,501.827,NO,
LTER_6,2009,LTER_6_2009,2,2,2,POC,2,95,0,Dead,101.447,NO,
LTER_6,2009,LTER_6_2009,2,2,3,POC,2,50,0,Dead,36.828,YES,
LTER_6,2010,LTER_6_2010,2,2,1,POC,2,50,0,Dead,341.88,NO,
LTER_6,2010,LTER_6_2010,2,2,2,ACR,1,100,0,Dead,66.712,NO,
LTER_6,2006,LTER_6_2006,2,4,1,POC,3,25,100,Live,74.467,NO,
LTER_6,2006,LTER_6_2006,2,4,2,POC,1,50,0,Dead,46.356,NO,
LTER_6,2006,LTER_6_2006,2,4,3,ACR,1,100,100,Live,14.89,NO,
LTER_6,2006,LTER_6_2006,2,4,4,POC,2,100,100,Live,157.277,NO,
LTER_6,2006,LTER_6_2006,2,4,5,POC,2,50,100,Live,202.83,NO,
LTER_6,2006,LTER_6_2006,2,4,6,POC,2,25,100,Live,50.337,NO,
LTER_6,2009,LTER_6_2009,2,4,1,POC,2,95,0,Dead,266.402,YES,
LTER_6,2009,LTER_6_2009,2,4,2,POC,2,70,0,Dead,106.846,YES,
LTER_6,2010,LTER_6_2010,2,4,0,,,,,,,,
LTER_6,2006,LTER_6_2006,3,2,1,POC,2,70,100,Live,225.821,NO,
LTER_6,2006,LTER_6_2006,3,2,2,POC,2,20,100,Live,18.497,NO,
LTER_6,2006,LTER_6_2006,3,2,3,POC,2,50,100,Live,85.398,NO,
LTER_6,2006,LTER_6_2006,3,2,4,POC,2,100,100,Live,37.697,NO,
LTER_6,2006,LTER_6_2006,3,2,5,ACR,1,100,100,Live,99.495,NO,
LTER_6,2009,LTER_6_2009,3,2,1,ACR,1,100,0,Dead,87.447,YES,
LTER_6,2009,LTER_6_2009,3,2,2,POC,2,60,0,Dead,151.733,YES,
LTER_6,2009,LTER_6_2009,3,2,3,POC,2,30,0,Dead,95.145,YES,
LTER_6,2010,LTER_6_2010,3,2,1,POC,2,70,0,Dead,400.171,NO,
LTER_6,2006,LTER_6_2006,3,4,1,POC,2,40,50,Live,71.268,NO,
LTER_6,2006,LTER_6_2006,3,4,2,POC,2,100,95,Live,242.862,NO,
LTER_6,2006,LTER_6_2006,3,4,3,ACR,1,100,100,Live,30.228,NO,
LTER_6,2006,LTER_6_2006,3,4,4,POC,2,100,100,Live,15.23,NO,
LTER_6,2006,LTER_6_2006,3,4,5,POC,3,100,60,Live,296.698,NO,
LTER_6,2006,LTER_6_2006,3,4,6,POC,2,60,90,Live,60.961,NO,
LTER_6,2006,LTER_6_2006,3,4,7,ACR,1,60,100,Live,128.107,NO,
LTER_6,2006,LTER_6_2006,3,4,8,POC,2,100,100,Live,15.11,NO,
LTER_6,2006,LTER_6_2006,3,4,9,POC,2,30,100,Live,46.822,NO,
LTER_6,2006,LTER_6_2006,3,4,10,POC,2,25,100,Live,43.78,NO,
LTER_6,2009,LTER_6_2009,3,4,1,ACR,1,80,0,Dead,112.159,YES,
LTER_6,2009,LTER_6_2009,3,4,2,POC,2,100,0,Dead,47.058,YES,
LTER_6,2009,LTER_6_2009,3,4,3,POC,2,80,0,Dead,266.563,YES,
LTER_6,2009,LTER_6_2009,3,4,4,POC,2,95,0,Dead,278.028,YES,
LTER_6,2009,LTER_6_2009,3,4,5,POC,2,50,0,Dead,38.434,YES,
LTER_6,2009,LTER_6_2009,3,4,6,POC,2,80,0,Dead,94.877,YES,
LTER_6,2009,LTER_6_2009,3,4,7,POC,2,100,0,Dead,209.692,YES,
LTER_6,2010,LTER_6_2010,3,4,1,POC,2,100,0,Dead,269.421,NO,
LTER_6,2006,LTER_6_2006,4,2,1,POC,2,100,100,Live,162.497,NO,
LTER_6,2006,LTER_6_2006,4,2,2,POC,2,100,100,Live,94.911,NO,
LTER_6,2006,LTER_6_2006,4,2,3,POC,2,60,100,Live,121.306,NO,
LTER_6,2006,LTER_6_2006,4,2,4,ACR,1,100,20,Dead,226.939,NO,
LTER_6,2006,LTER_6_2006,4,2,5,ACR,1,30,100,Live,17.577,NO,
LTER_6,2006,LTER_6_2006,4,2,6,POC,2,100,0,Dead,6.325,NO,
LTER_6,2006,LTER_6_2006,4,2,7,ACR,1,50,50,Live,7.011,NO,
LTER_6,2006,LTER_6_2006,4,2,8,POC,3,60,100,Live,106.828,NO,
LTER_6,2009,LTER_6_2009,4,2,1,POC,2,80,100,Live,206.995,NO,
LTER_6,2009,LTER_6_2009,4,2,2,ACR,1,100,0,Dead,260.469,NO,
LTER_6,2009,LTER_6_2009,4,2,3,POC,2,90,0,Dead,182.359,NO,
LTER_6,2009,LTER_6_2009,4,2,4,ACR,1,70,0,Dead,15.599,NO,
LTER_6,2010,LTER_6_2010,4,2,1,POC,2,40,0,Dead,288.915,NO,
LTER_6,2010,LTER_6_2010,4,2,2,ACR,1,100,0,Dead,88.064,NO,
LTER_6,2006,LTER_6_2006,4,4,1,POC,2,50,100,Live,34.294,NO,
LTER_6,2006,LTER_6_2006,4,4,2,ACR,1,50,100,Live,144.221,NO,
LTER_6,2006,LTER_6_2006,4,4,3,POC,2,100,100,Live,75.68,NO,
LTER_6,2006,LTER_6_2006,4,4,4,ACR,1,100,70,Live,26.775,NO,
LTER_6,2006,LTER_6_2006,4,4,5,POC,1,100,100,Live,6.829,NO,
LTER_6,2009,LTER_6_2009,4,4,1,POC,2,100,0,Dead,111.081,YES,
LTER_6,2009,LTER_6_2009,4,4,2,ACR,1,100,0,Dead,317.01,NO,
LTER_6,2009,LTER_6_2009,4,4,3,POC,3,50,0,Dead,253.372,YES,
LTER_6,2009,LTER_6_2009,4,4,4,POC,2,100,0,Dead,81.416,NO,
LTER_6,2009,LTER_6_2009,4,4,5,ACR,1,80,0,Dead,74.39,NO,
LTER_6,2009,LTER_6_2009,4,4,6,POC,2,60,0,Dead,177.992,YES,
LTER_6,2010,LTER_6_2010,4,4,1,ACR,1,50,0,Dead,143.225,NO,
LTER_6,2010,LTER_6_2010,4,4,2,POC,2,100,0,Dead,86.441,NO,
LTER_6,2006,LTER_6_2006,5,2,1,POC,3,50,100,Live,142.045,NO,
LTER_6,2006,LTER_6_2006,5,2,2,ACR,1,80,100,Live,152.955,NO,
LTER_6,2006,LTER_6_2006,5,2,3,ACR,1,50,100,Live,16.404,NO,
LTER_6,2006,LTER_6_2006,5,2,4,POC,2,100,95,Live,447.896,NO,
LTER_6,2006,LTER_6_2006,5,2,5,POC,2,80,60,Live,311.932,NO,
LTER_6,2006,LTER_6_2006,5,2,6,POC,2,25,100,Live,26.017,NO,
LTER_6,2006,LTER_6_2006,5,2,7,ACR,1,100,100,Live,6.751,NO,
LTER_6,2006,LTER_6_2006,5,2,8,ACR,1,100,100,Live,34.5,NO,
LTER_6,2006,LTER_6_2006,5,2,9,ACR,1,100,80,Live,75.873,NO,
LTER_6,2009,LTER_6_2009,5,2,1,POC,3,80,0,Dead,336.481,NO,
LTER_6,2009,LTER_6_2009,5,2,2,ACR,1,100,0,Dead,145.672,NO,
LTER_6,2009,LTER_6_2009,5,2,3,POC,2,100,0,Dead,124.135,NO,
LTER_6,2009,LTER_6_2009,5,2,4,ACR,1,100,0,Dead,39.99,NO,
LTER_6,2009,LTER_6_2009,5,2,5,ACR,1,100,60,Live,18.619,NO,
LTER_6,2009,LTER_6_2009,5,2,6,POC,2,100,0,Dead,353.986,YES,
LTER_6,2009,LTER_6_2009,5,2,7,POC,2,90,0,Dead,441.752,NO,
LTER_6,2010,LTER_6_2010,5,2,1,POC,2,100,0,Dead,525.77,NO,
LTER_6,2010,LTER_6_2010,5,2,2,POC,2,100,0,Dead,114.165,NO,
LTER_6,2006,LTER_6_2006,5,4,1,POC,2,100,80,Live,475.061,NO,
LTER_6,2006,LTER_6_2006,5,4,2,ACR,1,100,100,Live,16.723,NO,
LTER_6,2006,LTER_6_2006,5,4,3,ACR,1,60,100,Live,19.772,NO,
LTER_6,2006,LTER_6_2006,5,4,4,POC,2,100,100,Live,17.208,NO,
LTER_6,2006,LTER_6_2006,5,4,5,POC,2,50,100,Live,16.976,NO,
LTER_6,2006,LTER_6_2006,5,4,6,POC,2,60,100,Live,28.573,NO,
LTER_6,2006,LTER_6_2006,5,4,7,POC,2,100,70,Live,59.749,NO,
LTER_6,2006,LTER_6_2006,5,4,8,POC,2,100,100,Live,30.459,NO,
LTER_6,2006,LTER_6_2006,5,4,9,POC,2,100,100,Live,103.399,NO,
LTER_6,2006,LTER_6_2006,5,4,10,POC,2,100,100,Live,39.89,NO,
LTER_6,2006,LTER_6_2006,5,4,11,ACR,1,100,0,Dead,4.834,NO,
LTER_6,2009,LTER_6_2009,5,4,1,POC,2,100,0,Dead,409.789,YES,
LTER_6,2009,LTER_6_2009,5,4,2,POC,2,100,0,Dead,58.953,NO,
LTER_6,2009,LTER_6_2009,5,4,3,POC,2,100,0,Dead,39.673,NO,
LTER_6,2009,LTER_6_2009,5,4,4,POC,2,100,0,Dead,22.246,NO,
LTER_6,2009,LTER_6_2009,5,4,5,ACR,1,40,0,Dead,9.54,NO,
LTER_6,2009,LTER_6_2009,5,4,6,ACR,1,50,50,Live,71.809,NO,
LTER_6,2009,LTER_6_2009,5,4,7,POC,2,50,70,Live,143.677,NO,
LTER_6,2010,LTER_6_2010,5,4,1,ACR,1,100,0,Dead,215.697,NO,
LTER_6,2010,LTER_6_2010,5,4,2,POC,2,50,0,Dead,148.543,YES,
LTER_1,2011,LTER_1_2011,1,2,0,,,,,,,,
LTER_1,2011,LTER_1_2011,2,2,1,POC,2,100,100,Live,1.588,NO,
LTER_1,2011,LTER_1_2011,2,2,2,POC,2,100,100,Live,4.293,NO,
LTER_1,2011,LTER_1_2011,3,2,1,POC,2,100,100,Live,1.962,NO,
LTER_1,2011,LTER_1_2011,4,2,1,POC,2,100,100,Live,0.835,NO,
LTER_1,2011,LTER_1_2011,5,2,1,POC,2,100,100,Live,1.166,NO,
LTER_1,2011,LTER_1_2011,5,2,2,POC,2,100,100,Live,0.394,NO,
LTER_1,2011,LTER_1_2011,1,4,1,POC,2,60,0,Dead,92.095,YES,
LTER_1,2011,LTER_1_2011,2,4,1,POC,2,100,100,Live,1.252,NO,
LTER_1,2011,LTER_1_2011,2,4,2,POC,2,100,100,Live,1.445,NO,
LTER_1,2011,LTER_1_2011,3,4,1,POC,2,100,100,Live,0.887,NO,
LTER_1,2011,LTER_1_2011,3,4,2,POC,2,100,100,Live,0.471,NO,
LTER_1,2011,LTER_1_2011,3,4,3,POC,2,100,100,Live,1.34,NO,
LTER_1,2011,LTER_1_2011,3,4,4,POC,2,100,100,Live,0.535,NO,
LTER_1,2011,LTER_1_2011,4,4,1,POC,1,50,0,Dead,100.748,YES,
LTER_1,2011,LTER_1_2011,4,4,2,POC,2,100,100,Live,0.339,NO,
LTER_1,2011,LTER_1_2011,4,4,3,POC,2,100,100,Live,1.341,NO,
LTER_1,2011,LTER_1_2011,4,4,4,POC,2,100,100,Live,1.522,NO,
LTER_1,2011,LTER_1_2011,4,4,5,POC,2,100,100,Live,0.755,NO,
LTER_1,2011,LTER_1_2011,5,4,1,POC,2,100,100,Live,0.861,NO,
LTER_2,2011,LTER_2_2011,1,2,1,POC,2,60,0,Dead,169.967,YES,
LTER_2,2011,LTER_2_2011,1,2,2,POC,2,100,100,Live,1.133,NO,
LTER_2,2011,LTER_2_2011,1,2,3,POC,2,100,100,Live,8.32,NO,
LTER_2,2011,LTER_2_2011,2,2,1,POC,2,100,100,Live,4.683,NO,
LTER_2,2011,LTER_2_2011,3,2,1,POC,2,100,100,Live,0.835,NO,
LTER_2,2011,LTER_2_2011,4,2,0,,,,,,,,
LTER_2,2011,LTER_2_2011,5,2,1,POC,2,100,100,Live,1.755,NO,
LTER_2,2011,LTER_2_2011,5,2,2,POC,2,100,100,Live,1.987,NO,
LTER_2,2011,LTER_2_2011,2,4,1,POC,2,100,100,Live,1.269,NO,
LTER_2,2011,LTER_2_2011,2,4,2,POC,2,100,100,Live,0.712,NO,
LTER_2,2011,LTER_2_2011,2,4,3,POC,2,100,100,Live,13.691,NO,
LTER_2,2011,LTER_2_2011,2,4,4,POC,1,95,0,Dead,223.379,NO,
LTER_2,2011,LTER_2_2011,3,4,0,,,,,,,,
LTER_2,2011,LTER_2_2011,4,4,1,POC,2,100,100,Live,6.1,NO,
LTER_2,2011,LTER_2_2011,5,4,1,POC,2,100,100,Live,8.665,NO,
LTER_3,2011,LTER_3_2011,1,2,1,ACR,1,95,0,Dead,381.553,NO,
LTER_3,2011,LTER_3_2011,1,2,2,POC,3,100,0,Dead,129.705,NO,
LTER_3,2011,LTER_3_2011,1,2,3,POC,3,100,0,Dead,57.995,NO,
LTER_3,2011,LTER_3_2011,2,2,1,POC,2,100,7,Dead,37.687,NO,
LTER_3,2011,LTER_3_2011,3,2,1,POC,2,100,0,Dead,41.003,NO,
LTER_3,2011,LTER_3_2011,4,2,0,,,,,,,,
LTER_3,2011,LTER_3_2011,5,2,1,POC,2,100,0,Dead,86.202,NO,
LTER_3,2011,LTER_3_2011,5,2,2,ACR,1,100,0,Dead,146.991,NO,
LTER_3,2011,LTER_3_2011,1,4,1,ACR,1,80,0,Dead,48.252,NO,
LTER_3,2011,LTER_3_2011,1,4,2,POC,3,100,0,Dead,175.119,NO,
LTER_3,2011,LTER_3_2011,2,4,0,,,,,,,,
LTER_3,2011,LTER_3_2011,3,4,1,POC,2,60,0,Dead,49.579,NO,
LTER_3,2011,LTER_3_2011,4,4,1,POC,2,90,0,Dead,614.614,NO,
LTER_3,2011,LTER_3_2011,4,4,2,POC,2,40,0,Dead,66.522,NO,
LTER_3,2011,LTER_3_2011,5,4,1,POC,3,80,0,Dead,150.929,YES,
LTER_4,2011,LTER_4_2011,1,2,0,,,,,,,,
LTER_4,2011,LTER_4_2011,2,2,1,POC,2,100,0,Dead,92.731,NO,
LTER_4,2011,LTER_4_2011,2,2,2,POC,2,30,0,Dead,29.868,NO,
LTER_4,2011,LTER_4_2011,3,2,0,,,,,,,,
LTER_4,2011,LTER_4_2011,4,2,0,,,,,,,,
LTER_4,2011,LTER_4_2011,5,2,1,POC,2,70,0,Dead,185.04,YES,
LTER_4,2011,LTER_4_2011,5,2,2,POC,3,100,100,Live,20.008,NO,
LTER_4,2011,LTER_4_2011,3,4,1,ACR,1,90,0,Dead,87.683,NO,
LTER_4,2011,LTER_4_2011,3,4,2,POC,2,50,0,Dead,102.995,NO,
LTER_4,2011,LTER_4_2011,3,4,3,POC,2,60,0,Dead,92.856,NO,
LTER_4,2011,LTER_4_2011,5,4,1,POC,2,60,0,Dead,164.382,NO,
LTER_5,2011,LTER_5_2011,1,2,1,POC,2,100,0,Dead,101.016,YES,
LTER_5,2011,LTER_5_2011,3,2,0,POC,3,60,5,Dead,518.999,YES,
LTER_5,2011,LTER_5_2011,4,2,1,POC,3,90,0,Dead,317.66,YES,
LTER_5,2011,LTER_5_2011,4,2,2,POC,3,100,0,Dead,212.615,YES,
LTER_5,2011,LTER_5_2011,5,2,0,,,,,,,,
LTER_5,2011,LTER_5_2011,2,4,1,POC,2,50,80,Live,169.293,NO,
LTER_5,2011,LTER_5_2011,2,4,2,POC,2,100,100,Live,40.377,NO,
LTER_5,2011,LTER_5_2011,2,4,3,POC,2,90,0,Dead,293.616,YES,
LTER_5,2011,LTER_5_2011,4,4,1,POC,2,30,100,Live,69.429,NO,
LTER_5,2011,LTER_5_2011,4,4,2,POC,2,100,100,Live,3.694,NO,
LTER_6,2011,LTER_6_2011,1,2,1,POC,2,100,100,Live,24.862,NO,
LTER_6,2011,LTER_6_2011,1,2,2,POC,2,100,100,Live,5.695,NO,
LTER_6,2011,LTER_6_2011,1,2,3,POC,2,100,100,Live,3.578,NO,
LTER_6,2011,LTER_6_2011,1,2,4,POC,2,100,100,Live,5.371,NO,
LTER_6,2011,LTER_6_2011,1,2,5,POC,2,100,100,Live,5.715,NO,
LTER_6,2011,LTER_6_2011,1,2,6,POC,2,100,100,Live,4.24,NO,
LTER_6,2011,LTER_6_2011,1,2,7,POC,2,25,0,Dead,53.898,NO,
LTER_6,2011,LTER_6_2011,2,2,1,POC,2,40,5,Dead,189.712,YES,
LTER_6,2011,LTER_6_2011,2,2,2,POC,2,100,0,Dead,104.387,YES,
LTER_6,2011,LTER_6_2011,3,2,1,POC,2,100,0,Dead,12.892,NO,
LTER_6,2011,LTER_6_2011,3,2,2,POC,2,100,0,Dead,1.189,NO,
LTER_6,2011,LTER_6_2011,3,2,3,POC,2,50,0,Dead,102.659,YES,
LTER_6,2011,LTER_6_2011,4,2,1,POC,2,100,100,Live,18.294,NO,
LTER_6,2011,LTER_6_2011,4,2,2,POC,2,100,100,Live,2.353,NO,
LTER_6,2011,LTER_6_2011,4,2,3,POC,2,100,100,Live,2.414,NO,
LTER_6,2011,LTER_6_2011,4,2,4,POC,2,95,5,Dead,194.198,NO,
LTER_6,2011,LTER_6_2011,4,2,5,POC,2,100,0,Dead,69.439,NO,
LTER_6,2011,LTER_6_2011,4,2,6,ACR,1,100,100,Live,13.642,YES,
LTER_6,2011,LTER_6_2011,5,2,1,POC,3,60,0,Dead,296.051,YES,
LTER_6,2011,LTER_6_2011,5,2,2,POC,2,80,2.5,Dead,303.094,YES,
LTER_6,2011,LTER_6_2011,5,2,3,POC,2,100,0,Dead,89.068,YES,
LTER_6,2011,LTER_6_2011,1,4,1,POC,2,25,0,Dead,33.13,YES,
LTER_6,2011,LTER_6_2011,1,4,2,POC,2,100,100,Live,5.651,NO,
LTER_6,2011,LTER_6_2011,1,4,3,POC,2,100,100,Live,2.485,NO,
LTER_6,2011,LTER_6_2011,3,4,1,POC,2,100,0,Dead,4.186,NO,
LTER_6,2011,LTER_6_2011,3,4,2,POC,2,100,0,Dead,2.569,NO,
LTER_6,2011,LTER_6_2011,4,4,1,ACR,1,100,100,Live,6.772,NO,
LTER_6,2011,LTER_6_2011,4,4,2,POC,2,90,1,Dead,298.492,YES,
LTER_6,2011,LTER_6_2011,4,4,3,POC,2,50,0,Dead,108.781,YES,
LTER_6,2011,LTER_6_2011,4,4,4,POC,2,100,100,Live,6.611,NO,
LTER_6,2011,LTER_6_2011,4,4,5,POC,2,100,100,Live,4.957,NO,
LTER_6,2011,LTER_6_2011,5,4,1,ACR,1,40,0,Dead,109.508,NO,
LTER_6,2011,LTER_6_2011,5,4,2,POC,2,100,0,Dead,364.005,YES,
LTER_6,2011,LTER_6_2011,5,4,3,POC,2,50,0,Dead,178.616,YES,
LTER_6,2011,LTER_6_2011,5,4,4,POC,2,100,100,Live,13.393,NO,
LTER_2,2011,LTER_2_2011,1,6,0,,,,,,,,
LTER_4,2011,LTER_4_2011,1,6,1,POC,3,100,7,Dead,259.436,YES,
LTER_4,2011,LTER_4_2011,1,6,2,POC,2,100,0,Dead,121.396,YES,
LTER_4,2011,LTER_4_2011,1,6,3,POC,2,50,50,Live,169.033,NO,
LTER_4,2011,LTER_4_2011,1,6,4,POC,2,50,100,Live,6.733,NO,
LTER_4,2011,LTER_4_2011,2,6,1,POC,2,100,100,Live,2.495,NO,
LTER_4,2011,LTER_4_2011,4,6,1,POC,2,100,100,Live,6.042,NO,
LTER_5,2011,LTER_5_2011,1,6,1,ACR,1,100,100,Live,19.74,NO,
LTER_5,2011,LTER_5_2011,1,6,2,POC,3,50,75,Live,173.997,NO,
LTER_5,2011,LTER_5_2011,2,6,1,POC,2,100,100,Live,45.441,NO,
LTER_5,2011,LTER_5_2011,2,6,2,POC,2,100,100,Live,33.73,NO,
LTER_5,2011,LTER_5_2011,2,6,3,POC,2,50,100,Live,16.084,NO,
LTER_5,2011,LTER_5_2011,2,6,4,POC,3,100,100,Live,340.114,NO,
LTER_5,2011,LTER_5_2011,2,6,5,ACR,1,100,100,Live,21.232,NO,
LTER_5,2011,LTER_5_2011,2,6,6,POC,2,30,100,Live,5.283,NO,
LTER_5,2011,LTER_5_2011,3,6,1,POC,1,70,100,Live,256.976,NO,
LTER_5,2011,LTER_5_2011,3,6,2,POC,2,100,100,Live,2.991,NO,
LTER_5,2011,LTER_5_2011,5,6,0,,,,,,,,
LTER_6,2011,LTER_6_2011,2,6,1,POC,2,70,0,Dead,72.046,YES,
LTER_6,2011,LTER_6_2011,2,6,2,POC,2,100,100,Live,8.08,NO,
