date,location,funct_group,percent_cover.total,site
2014,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,Macroalgae,0,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,Hard coral,25.799999999999997,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,Macroalgae,0,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,Hard coral,9.799999999999999,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,Macroalgae,0.6,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,Hard coral,13.8,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,Macroalgae,0.6,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,Hard coral,38.2,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,Macroalgae,0.6,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,Hard coral,28.3,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,Macroalgae,0.6,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,Hard coral,30.2,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,Macroalgae,0.6,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,Hard coral,30.3,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,Macroalgae,1.6,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,Hard coral,17.099999999999998,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,Macroalgae,12.5,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,Hard coral,45,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,Macroalgae,1.7,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,Hard coral,33.7,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,Macroalgae,13.2,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 3,Hard coral,30.9,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 3,Macroalgae,3.2,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 4,Hard coral,29.4,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 4,Macroalgae,8.4,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 5,Hard coral,25.7,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 5,Macroalgae,0,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 6,Hard coral,24.1,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 6,Macroalgae,1.1,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 7,Hard coral,32.6,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 7,Macroalgae,12.9,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 8,Hard coral,20.799999999999997,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 8,Macroalgae,9.2,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 1,Hard coral,26,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 1,Macroalgae,13,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 2,Hard coral,36.6,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 2,Macroalgae,0,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 3,Hard coral,32.5,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 3,Macroalgae,9.4,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 4,Hard coral,39.4,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 4,Macroalgae,19.1,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 5,Hard coral,26.1,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 5,Macroalgae,16.9,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 6,Hard coral,13.4,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 6,Macroalgae,1.1,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 7,Hard coral,26.6,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 7,Macroalgae,0,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 8,Hard coral,31,LTER 1
2014,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 8,Macroalgae,2.2,LTER 1
2014,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 1,Hard coral,22,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 1,Macroalgae,3.8,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 2,Hard coral,30.4,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 2,Macroalgae,7.9,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 3,Hard coral,14.2,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 3,Macroalgae,7.4,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 4,Hard coral,16.900000000000002,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 4,Macroalgae,1.1,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 5,Hard coral,18.700000000000003,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 5,Macroalgae,8,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 6,Hard coral,14.700000000000001,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 6,Macroalgae,10.1,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 7,Hard coral,35.4,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 7,Macroalgae,5.4,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 8,Hard coral,22.7,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 8,Macroalgae,4.3,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 1,Hard coral,25.799999999999997,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 1,Macroalgae,12.4,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 2,Hard coral,27.6,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 2,Macroalgae,27.5,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 3,Hard coral,33.2,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 3,Macroalgae,1.6,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 4,Hard coral,27,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 4,Macroalgae,4.3,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 5,Hard coral,19.8,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 5,Macroalgae,0.6,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,Hard coral,18,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,Macroalgae,1.1,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,Hard coral,12.799999999999999,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,Macroalgae,0.6,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,Hard coral,16.6,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,Macroalgae,11.6,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,Hard coral,11.4,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,Macroalgae,8.5,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,Hard coral,19.9,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,Macroalgae,3.8,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,Hard coral,18.4,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,Macroalgae,27.7,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,Hard coral,25.9,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,Macroalgae,0.6,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,Hard coral,37.2,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,Macroalgae,8.5,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,Hard coral,13.899999999999999,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,Macroalgae,12.3,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 7,Hard coral,17.1,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 7,Macroalgae,3.3,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 8,Hard coral,34.9,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 8,Macroalgae,14.8,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,Hard coral,10,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,Macroalgae,9.5,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,Hard coral,11.3,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,Macroalgae,0.5,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 3,Hard coral,29.6,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 3,Macroalgae,0,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 4,Hard coral,8.7,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 4,Macroalgae,5.8,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 5,Hard coral,24.900000000000002,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 5,Macroalgae,1.6,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 6,Hard coral,20.7,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 6,Macroalgae,0,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 7,Hard coral,23.5,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 7,Macroalgae,0,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 8,Hard coral,12.9,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 8,Macroalgae,1.1,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 1,Hard coral,14.2,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 1,Macroalgae,7.4,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 2,Hard coral,21.7,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 2,Macroalgae,5.7,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 3,Hard coral,31.1,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 3,Macroalgae,4.3,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 4,Hard coral,27.2,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 4,Macroalgae,0,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 5,Hard coral,28.3,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 5,Macroalgae,15.5,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 6,Hard coral,15.5,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 6,Macroalgae,0,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 7,Hard coral,17.8,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 7,Macroalgae,9.9,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 8,Hard coral,17.7,LTER 2
2014,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 8,Macroalgae,16,LTER 2
2015,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 1,Hard coral,67.9,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 1,Macroalgae,1.8,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 2,Hard coral,74.3,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 2,Macroalgae,1.1,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 3,Hard coral,64.9,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 3,Macroalgae,1.7,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 4,Hard coral,55.4,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 4,Macroalgae,0,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 5,Hard coral,45,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 5,Macroalgae,0.6,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 6,Hard coral,51.9,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 6,Macroalgae,0,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 7,Hard coral,59.5,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 7,Macroalgae,1.8,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 8,Hard coral,57.4,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 8,Macroalgae,0.6,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 1,Hard coral,59.199999999999996,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 1,Macroalgae,1.7,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 2,Hard coral,67.5,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 2,Macroalgae,1.1,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 3,Hard coral,55.699999999999996,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 3,Macroalgae,0.6,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 4,Hard coral,63.300000000000004,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 4,Macroalgae,1.1,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 5,Hard coral,56.8,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 5,Macroalgae,0,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,Hard coral,53.300000000000004,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,Macroalgae,0,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,Hard coral,47.7,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,Macroalgae,0.6,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,Hard coral,9.6,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,Macroalgae,0,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,Hard coral,38.3,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,Macroalgae,0.5,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,Hard coral,57.6,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,Macroalgae,1.7,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,Hard coral,68.60000000000001,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,Macroalgae,0.6,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,Hard coral,57,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,Macroalgae,0.6,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,Hard coral,54.4,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,Macroalgae,1.7,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,Hard coral,51.9,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,Macroalgae,4,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,Hard coral,62.8,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,Macroalgae,1.6,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,Hard coral,65.1,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,Macroalgae,1.1,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 3,Hard coral,63.50000000000001,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 3,Macroalgae,0.5,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 4,Hard coral,45.4,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 4,Macroalgae,0,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 5,Hard coral,45.3,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 5,Macroalgae,0.6,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 7,Hard coral,53.7,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 7,Macroalgae,1.1,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 8,Hard coral,43,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 8,Macroalgae,6.4,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 1,Hard coral,48.800000000000004,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 1,Macroalgae,1.1,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 2,Hard coral,51.8,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 2,Macroalgae,0,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 3,Hard coral,56.3,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 3,Macroalgae,1.6,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 4,Hard coral,61.2,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 4,Macroalgae,0,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 5,Hard coral,36.199999999999996,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 5,Macroalgae,1.1,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 6,Hard coral,26.3,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 6,Macroalgae,2.8,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 7,Hard coral,41.2,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 7,Macroalgae,0,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 8,Hard coral,48.7,LTER 1
2015,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 8,Macroalgae,0,LTER 1
2015,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 1,Hard coral,36.1,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 1,Macroalgae,4,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 2,Hard coral,48.800000000000004,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 2,Macroalgae,0,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 3,Hard coral,27.5,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 3,Macroalgae,24.7,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 4,Hard coral,31.5,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 4,Macroalgae,37.2,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 5,Hard coral,23.799999999999997,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 5,Macroalgae,8.5,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 6,Hard coral,20.1,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 6,Macroalgae,26.5,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 7,Hard coral,52.9,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 7,Macroalgae,7.5,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 8,Hard coral,37.1,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 8,Macroalgae,0,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 1,Hard coral,29.5,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 1,Macroalgae,2.4,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 2,Hard coral,42.9,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 2,Macroalgae,12,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 3,Hard coral,43.6,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 3,Macroalgae,2.9,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 4,Hard coral,43.8,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 4,Macroalgae,0.6,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 5,Hard coral,42.900000000000006,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 5,Macroalgae,7.9,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,Hard coral,24.2,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,Macroalgae,2.2,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,Hard coral,24.099999999999998,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,Macroalgae,1.7,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,Hard coral,32.2,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,Macroalgae,0,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,Hard coral,20.4,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,Macroalgae,8.4,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,Hard coral,32.5,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,Macroalgae,6.4,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,Hard coral,26.8,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,Macroalgae,16.5,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,Hard coral,51.9,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,Macroalgae,0,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,Hard coral,56.6,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,Macroalgae,2.4,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,Hard coral,26.599999999999998,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,Macroalgae,13.9,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 7,Hard coral,41.1,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 7,Macroalgae,2.4,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 8,Hard coral,52.599999999999994,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 8,Macroalgae,0,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,Hard coral,31.3,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,Macroalgae,6,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,Hard coral,13.1,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,Macroalgae,0,LTER 2
2015,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 3,Hard coral,49.7,LTER 2
