Sample,TemperatureC,SalinityPPT,AlgaePercent,ReefCode,ReefType,Site,Acreage,Latitude,Longitude,ReefShape,SuitableReference,Date,Restoration,TimeSinceConstruct,BuildDate,Species,Species_count,PlantingSeason
2,9,12,45,BR2_W,Whelk,Black Rocks,0.6,37.59988795,-75.63547236,Fringe,No reference,3/29/11,Restored,2,2009,Mud Snail,0,Spring
4,5.5,12,30,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,1/19/11,Restored,1,2009,Mud Snail,4,Summer
2,NA,NA,5,BT2_R,Reference,Boxtree,0.068,37.39146881,-75.85557683,Patch,Reference,12/3/09,Reference,NA,NA,Mud Snail,0,
1,22,28,5,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,10/21/07,Restored,0,2007,Mud Snail,0,Summer
1,9,31,80,HG3,Shell,Hog Island,1.47,37.37481819,-75.72347745,Patch,HG1_R,3/11/13,Restored,3,2010,Mud Snail,4,Fall
1,33,30,10,SM4_R,Reference,Smith,1.4,37.12379402,-75.91115105,Patch,Unused Reference,7/29/15,Reference,NA,NA,Mud Snail,12,
1,16.5,32,20,CCS3,Shell,Cobb Cove,0.25,37.31142502,-75.77052104,Fringe,No reference,4/16/15,Restored,11,2004,Mud Snail,32,Summer
5,12,15,5,FP1_R,Reference,Fowling Point,2.08,37.4501699,-75.81668621,Patch,Unused Reference,11/15/10,Reference,NA,NA,Mud Snail,8,
1,10,32,5,BT1_R,Reference,Boxtree,0.22,37.39216155,-75.85796139,Patch,Reference,4/1/15,Reference,NA,NA,Mud Snail,0,
1,8,34,5,BT2_R,Reference,Boxtree,0.068,37.39146881,-75.85557683,Patch,Reference,2/1/12,Reference,NA,NA,Mud Snail,0,
5,14,14,15,HC7,Shell,Hillcrest,0.82,37.28575366,-75.90775144,Patch,HC2_R,2/28/11,Restored,2,2009,Mud Snail,4,Summer
2,3,11,25,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,12/30/10,Restored,5,2005,Mud Snail,4,Summer
5,NA,NA,0,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,2/9/10,Restored,5,2005,Mud Snail,0,Summer
2,11,34,5,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,4/1/14,Restored,11,2003,Mud Snail,0,Summer
6,NA,NA,5,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,1/11/10,Restored,7,2003,Mud Snail,0,Summer
1,NA,NA,NA,HC2_R,Reference,Hillcrest,0.06,37.28305317,-75.90604685,Patch,Reference,11/7/08,Reference,NA,NA,Mud Snail,0,
1,4,30,5,HC2_R,Reference,Hillcrest,0.06,37.28305317,-75.90604685,Patch,Reference,3/4/14,Reference,NA,NA,Mud Snail,0,
1,14,32,5,HC6,Shell,Hillcrest,0.86,37.28375422,-75.90544021,Patch,HC2_R,11/7/11,Restored,3,2008,Mud Snail,0,Spring
6,NA,NA,60,MG1,Shell,Magothy,0.63,37.15286271,-75.92614624,Patch,No reference,3/9/10,Restored,3,2007,Mud Snail,4,Summer
1,NA,NA,5,SM1_R,Reference,Smith,0.83,37.14535311,-75.89077207,Patch,Unused Reference,1/9/09,Reference,NA,NA,Mud Snail,8,
1,4.5,30,35,SM1_R,Reference,Smith,0.83,37.14535311,-75.89077207,Patch,Unused Reference,1/5/12,Reference,NA,NA,Mud Snail,0,
1,9,12,45,BR2,Shell,Black Rocks,0.59,37.60017592,-75.63565692,Fringe,No reference,3/29/11,Restored,1,2010,Mud Snail,4,Spring
5,5.5,12,30,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,1/19/11,Restored,1,2009,Mud Snail,0,Summer
3,NA,NA,5,BT2_R,Reference,Boxtree,0.068,37.39146881,-75.85557683,Patch,Reference,12/3/09,Reference,NA,NA,Mud Snail,0,
1,27,29,NA,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,10/4/06,Reference,NA,NA,Mud Snail,0,
2,22,28,5,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,10/21/07,Restored,0,2007,Mud Snail,0,Summer
2,9,31,80,HG3,Shell,Hog Island,1.47,37.37481819,-75.72347745,Patch,HG1_R,3/11/13,Restored,3,2010,Mud Snail,8,Fall
2,33,30,10,SM4_R,Reference,Smith,1.4,37.12379402,-75.91115105,Patch,Unused Reference,7/29/15,Reference,NA,NA,Mud Snail,8,
2,16.5,32,20,CCS3,Shell,Cobb Cove,0.25,37.31142502,-75.77052104,Fringe,No reference,4/16/15,Restored,11,2004,Mud Snail,0,Summer
2,10,32,5,BT1_R,Reference,Boxtree,0.22,37.39216155,-75.85796139,Patch,Reference,4/1/15,Reference,NA,NA,Mud Snail,0,
2,8,34,5,BT2_R,Reference,Boxtree,0.068,37.39146881,-75.85557683,Patch,Reference,2/1/12,Reference,NA,NA,Mud Snail,0,
6,14,14,15,HC7,Shell,Hillcrest,0.82,37.28575366,-75.90775144,Patch,HC2_R,2/28/11,Restored,2,2009,Mud Snail,48,Summer
3,3,11,25,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,12/30/10,Restored,5,2005,Mud Snail,16,Summer
6,NA,NA,0,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,2/9/10,Restored,5,2005,Mud Snail,20,Summer
1,14,17,10,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,11/18/10,Restored,7,2003,Mud Snail,16,Summer
3,11,34,5,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,4/1/14,Restored,11,2003,Mud Snail,8,Summer
7,NA,NA,0,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,1/11/10,Restored,7,2003,Mud Snail,0,Summer
2,NA,NA,NA,HC2_R,Reference,Hillcrest,0.06,37.28305317,-75.90604685,Patch,Reference,11/7/08,Reference,NA,NA,Mud Snail,4,
2,4,30,5,HC2_R,Reference,Hillcrest,0.06,37.28305317,-75.90604685,Patch,Reference,3/4/14,Reference,NA,NA,Mud Snail,4,
2,14,32,5,HC6,Shell,Hillcrest,0.86,37.28375422,-75.90544021,Patch,HC2_R,11/7/11,Restored,3,2008,Mud Snail,28,Spring
1,NA,NA,30,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,3/10/10,Reference,NA,NA,Mud Snail,0,
2,NA,NA,5,SM1_R,Reference,Smith,0.83,37.14535311,-75.89077207,Patch,Unused Reference,1/9/09,Reference,NA,NA,Mud Snail,16,
2,4.5,30,35,SM1_R,Reference,Smith,0.83,37.14535311,-75.89077207,Patch,Unused Reference,1/5/12,Reference,NA,NA,Mud Snail,4,
2,9,12,45,BR2,Shell,Black Rocks,0.59,37.60017592,-75.63565692,Fringe,No reference,3/29/11,Restored,1,2010,Mud Snail,0,Spring
6,5.5,12,30,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,1/19/11,Restored,1,2009,Mud Snail,8,Summer
1,NA,NA,0,BT3_R,Reference,Boxtree,0.32,37.38776097,-75.85919216,Patch,Unused Reference,12/3/09,Reference,NA,NA,Mud Snail,0,
2,27,29,10,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,10/4/06,Reference,NA,NA,Mud Snail,0,
1,12,30,20,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,3/16/06,Restored,1,2005,Mud Snail,0,Summer
3,22,28,5,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,10/21/07,Restored,0,2007,Mud Snail,0,Summer
3,9,31,80,HG3,Shell,Hog Island,1.47,37.37481819,-75.72347745,Patch,HG1_R,3/11/13,Restored,3,2010,Mud Snail,32,Fall
3,33,30,10,SM4_R,Reference,Smith,1.4,37.12379402,-75.91115105,Patch,Unused Reference,7/29/15,Reference,NA,NA,Mud Snail,0,
3,16.5,32,20,CCS3,Shell,Cobb Cove,0.25,37.31142502,-75.77052104,Fringe,No reference,4/16/15,Restored,11,2004,Mud Snail,4,Summer
3,10,32,5,BT1_R,Reference,Boxtree,0.22,37.39216155,-75.85796139,Patch,Reference,4/1/15,Reference,NA,NA,Mud Snail,0,
4,3,11,25,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,12/30/10,Restored,5,2005,Mud Snail,4,Summer
1,NA,NA,0,CCN3,Shell,Cobb Cove,1.03,37.31908347,-75.75844056,Fringe,No reference,2/9/10,Restored,4,2006,Mud Snail,0,Summer
2,14,17,10,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,11/18/10,Restored,7,2003,Mud Snail,12,Summer
1,NA,NA,10,CCS2,Shell,Cobb Cove,0.11,37.31239482,-75.77425109,Fringe,No reference,1/11/10,Restored,7,2003,Mud Snail,0,Summer
1,11,34,10,CCS2,Shell,Cobb Cove,0.11,37.31239482,-75.77425109,Fringe,No reference,4/1/14,Restored,11,2003,Mud Snail,0,Summer
3,NA,NA,NA,HC2_R,Reference,Hillcrest,0.06,37.28305317,-75.90604685,Patch,Reference,11/7/08,Reference,NA,NA,Mud Snail,28,
3,4,30,5,HC2_R,Reference,Hillcrest,0.06,37.28305317,-75.90604685,Patch,Reference,3/4/14,Reference,NA,NA,Mud Snail,4,
3,14,32,5,HC6,Shell,Hillcrest,0.86,37.28375422,-75.90544021,Patch,HC2_R,11/7/11,Restored,3,2008,Mud Snail,0,Spring
1,12,30,25,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,2/6/12,Reference,NA,NA,Mud Snail,0,
2,NA,NA,30,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,3/10/10,Reference,NA,NA,Mud Snail,0,
1,10,13,35,BR1_W,Whelk,Black Rocks,0.22,37.6011963,-75.637968,Fringe,No reference,3/2/11,Restored,2,2009,Mud Snail,0,Spring
3,NA,NA,5,SM1_R,Reference,Smith,0.83,37.14535311,-75.89077207,Patch,Unused Reference,1/9/09,Reference,NA,NA,Mud Snail,40,
3,4.5,30,35,SM1_R,Reference,Smith,0.83,37.14535311,-75.89077207,Patch,Unused Reference,1/5/12,Reference,NA,NA,Mud Snail,4,
1,5,13,50,HC9,Shell,Hillcrest,0.78,37.27679375,-75.90427141,Patch,HC2_R,1/20/11,Restored,1,2009,Mud Snail,0,Summer
3,9,12,45,BR2,Shell,Black Rocks,0.59,37.60017592,-75.63565692,Fringe,No reference,3/29/11,Restored,1,2010,Mud Snail,0,Spring
2,NA,NA,0,BT3_R,Reference,Boxtree,0.32,37.38776097,-75.85919216,Patch,Unused Reference,12/3/09,Reference,NA,NA,Mud Snail,0,
3,27,29,10,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,10/4/06,Reference,NA,NA,Mud Snail,0,
1,13.5,29,10,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,11/5/07,Restored,2,2005,Mud Snail,0,Summer
2,12,30,20,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,3/16/06,Restored,1,2005,Mud Snail,0,Summer
1,6,28,35,SM4_R,Reference,Smith,1.4,37.12379402,-75.91115105,Patch,Unused Reference,1/5/12,Reference,NA,NA,Mud Snail,0,
1,15,10,5,SM7,Shell,Smith,0.16,37.13741012,-75.89963482,Patch,SM3_R,4/4/11,Restored,1,2010,Mud Snail,32,Summer
1,NA,NA,20,HC1_R,Reference,Hillcrest,0.015,37.28572258,-75.91503054,Patch,Reference,4/16/15,Reference,NA,NA,Mud Snail,0,
1,14,31,5,BT1_R,Reference,Boxtree,0.22,37.39216155,-75.85796139,Patch,Reference,11/8/11,Reference,NA,NA,Mud Snail,24,
1,17,31,5,HC7,Shell,Hillcrest,0.82,37.28575366,-75.90775144,Patch,HC2_R,12/7/11,Restored,2,2009,Mud Snail,0,Summer
5,3,11,25,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,12/30/10,Restored,5,2005,Mud Snail,0,Summer
2,NA,NA,0,CCN3,Shell,Cobb Cove,1.03,37.31908347,-75.75844056,Fringe,No reference,2/9/10,Restored,4,2006,Mud Snail,8,Summer
3,14,17,10,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,11/18/10,Restored,7,2003,Mud Snail,20,Summer
2,NA,NA,10,CCS2,Shell,Cobb Cove,0.11,37.31239482,-75.77425109,Fringe,No reference,1/11/10,Restored,7,2003,Mud Snail,0,Summer
2,11,34,10,CCS2,Shell,Cobb Cove,0.11,37.31239482,-75.77425109,Fringe,No reference,4/1/14,Restored,11,2003,Mud Snail,0,Summer
1,NA,NA,NA,HC6,Shell,Hillcrest,0.86,37.28375422,-75.90544021,Patch,HC2_R,11/7/08,Restored,0,2008,Mud Snail,0,Spring
1,4,30,5,HC6_W,Whelk,Hillcrest,0.06,37.28349173,-75.90588547,Patch,HC2_R,3/4/14,Restored,6,2008,Mud Snail,0,Spring
1,8,30,5,BV2,Shell,Brownsville,0.27,37.45272897,-75.81775388,Patch,BV1_R,3/20/13,Restored,3,2010,Mud Snail,0,Fall
2,12,30,25,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,2/6/12,Reference,NA,NA,Mud Snail,4,
3,NA,NA,30,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,3/10/10,Reference,NA,NA,Mud Snail,36,
2,10,13,35,BR1_W,Whelk,Black Rocks,0.22,37.6011963,-75.637968,Fringe,No reference,3/2/11,Restored,2,2009,Mud Snail,8,Spring
2,5,13,50,HC9,Shell,Hillcrest,0.78,37.27679375,-75.90427141,Patch,HC2_R,1/20/11,Restored,1,2009,Mud Snail,0,Summer
3,NA,NA,0,BT3_R,Reference,Boxtree,0.32,37.38776097,-75.85919216,Patch,Unused Reference,12/3/09,Reference,NA,NA,Mud Snail,4,
4,27,29,10,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,10/4/06,Reference,NA,NA,Mud Snail,0,
2,13.5,29,10,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,11/5/07,Restored,2,2005,Mud Snail,0,Summer
3,12,30,20,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,3/16/06,Restored,1,2005,Mud Snail,4,Summer
2,6,28,35,SM4_R,Reference,Smith,1.4,37.12379402,-75.91115105,Patch,Unused Reference,1/5/12,Reference,NA,NA,Mud Snail,0,
2,15,10,5,SM7,Shell,Smith,0.16,37.13741012,-75.89963482,Patch,SM3_R,4/4/11,Restored,1,2010,Mud Snail,0,Summer
2,NA,NA,20,HC1_R,Reference,Hillcrest,0.015,37.28572258,-75.91503054,Patch,Reference,4/16/15,Reference,NA,NA,Mud Snail,0,
2,14,31,5,BT1_R,Reference,Boxtree,0.22,37.39216155,-75.85796139,Patch,Reference,11/8/11,Reference,NA,NA,Mud Snail,0,
2,17,31,5,HC7,Shell,Hillcrest,0.82,37.28575366,-75.90775144,Patch,HC2_R,12/7/11,Restored,2,2009,Mud Snail,0,Summer
6,3,11,25,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,12/30/10,Restored,5,2005,Mud Snail,20,Summer
3,NA,NA,0,CCN3,Shell,Cobb Cove,1.03,37.31908347,-75.75844056,Fringe,No reference,2/9/10,Restored,4,2006,Mud Snail,8,Summer
4,14,17,10,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,11/18/10,Restored,7,2003,Mud Snail,4,Summer
3,NA,NA,10,CCS2,Shell,Cobb Cove,0.11,37.31239482,-75.77425109,Fringe,No reference,1/11/10,Restored,7,2003,Mud Snail,0,Summer
3,11,34,10,CCS2,Shell,Cobb Cove,0.11,37.31239482,-75.77425109,Fringe,No reference,4/1/14,Restored,11,2003,Mud Snail,4,Summer
2,NA,NA,NA,HC6,Shell,Hillcrest,0.86,37.28375422,-75.90544021,Patch,HC2_R,11/7/08,Restored,0,2008,Mud Snail,0,Spring
2,4,30,5,HC6_W,Whelk,Hillcrest,0.06,37.28349173,-75.90588547,Patch,HC2_R,3/4/14,Restored,6,2008,Mud Snail,0,Spring
2,8,30,5,BV2,Shell,Brownsville,0.27,37.45272897,-75.81775388,Patch,BV1_R,3/20/13,Restored,3,2010,Mud Snail,0,Fall
1,10,13,35,BR1,Shell,Black Rocks,0.88,37.60167726,-75.63882964,Fringe,No reference,3/2/11,Restored,1,2010,Mud Snail,24,Spring
3,12,30,25,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,2/6/12,Reference,NA,NA,Mud Snail,0,
4,NA,NA,30,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,3/10/10,Reference,NA,NA,Mud Snail,8,
3,5,13,50,HC9,Shell,Hillcrest,0.78,37.27679375,-75.90427141,Patch,HC2_R,1/20/11,Restored,1,2009,Mud Snail,8,Summer
4,NA,NA,0,BT3_R,Reference,Boxtree,0.32,37.38776097,-75.85919216,Patch,Unused Reference,12/3/09,Reference,NA,NA,Mud Snail,0,
5,27,29,10,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,10/4/06,Reference,NA,NA,Mud Snail,0,
3,13.5,29,10,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,11/5/07,Restored,2,2005,Mud Snail,0,Summer
4,12,30,20,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,3/16/06,Restored,1,2005,Mud Snail,0,Summer
3,6,28,35,SM4_R,Reference,Smith,1.4,37.12379402,-75.91115105,Patch,Unused Reference,1/5/12,Reference,NA,NA,Mud Snail,0,
3,15,10,5,SM7,Shell,Smith,0.16,37.13741012,-75.89963482,Patch,SM3_R,4/4/11,Restored,1,2010,Mud Snail,12,Summer
3,NA,NA,20,HC1_R,Reference,Hillcrest,0.015,37.28572258,-75.91503054,Patch,Reference,4/16/15,Reference,NA,NA,Mud Snail,0,
3,14,31,5,BT1_R,Reference,Boxtree,0.22,37.39216155,-75.85796139,Patch,Reference,11/8/11,Reference,NA,NA,Mud Snail,4,
3,17,31,5,HC7,Shell,Hillcrest,0.82,37.28575366,-75.90775144,Patch,HC2_R,12/7/11,Restored,2,2009,Mud Snail,0,Summer
1,3,11,25,CCN3,Shell,Cobb Cove,1.03,37.31908347,-75.75844056,Fringe,No reference,12/30/10,Restored,4,2006,Mud Snail,0,Summer
4,NA,NA,0,CCN3,Shell,Cobb Cove,1.03,37.31908347,-75.75844056,Fringe,No reference,2/9/10,Restored,4,2006,Mud Snail,8,Summer
5,14,17,10,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,11/18/10,Restored,7,2003,Mud Snail,0,Summer
3,NA,NA,NA,HC6,Shell,Hillcrest,0.86,37.28375422,-75.90544021,Patch,HC2_R,11/7/08,Restored,0,2008,Mud Snail,0,Spring
3,4,30,5,HC6_W,Whelk,Hillcrest,0.06,37.28349173,-75.90588547,Patch,HC2_R,3/4/14,Restored,6,2008,Mud Snail,0,Spring
3,8,30,5,BV2,Shell,Brownsville,0.27,37.45272897,-75.81775388,Patch,BV1_R,3/20/13,Restored,3,2010,Mud Snail,0,Fall
2,10,13,35,BR1,Shell,Black Rocks,0.88,37.60167726,-75.63882964,Fringe,No reference,3/2/11,Restored,1,2010,Mud Snail,20,Spring
4,5,13,50,HC9,Shell,Hillcrest,0.78,37.27679375,-75.90427141,Patch,HC2_R,1/20/11,Restored,1,2009,Mud Snail,4,Summer
6,27,29,10,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,10/4/06,Reference,NA,NA,Mud Snail,0,
1,13.5,29,10,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,11/5/07,Restored,2,2005,Mud Snail,0,Summer
1,12,30,20,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,3/16/06,Restored,1,2005,Mud Snail,0,Summer
1,17,30,5,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,11/9/11,Restored,4,2007,Mud Snail,8,Summer
1,21,33,30,PO1,Shell,Point of Rocks,0.97,37.26662281,-75.90245046,Patch,No reference,4/20/15,Restored,5,2009,Mud Snail,0,Summer
2,3,11,25,CCN3,Shell,Cobb Cove,1.03,37.31908347,-75.75844056,Fringe,No reference,12/30/10,Restored,4,2006,Mud Snail,8,Summer
5,NA,NA,0,CCN3,Shell,Cobb Cove,1.03,37.31908347,-75.75844056,Fringe,No reference,2/9/10,Restored,4,2006,Mud Snail,4,Summer
6,14,17,10,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,11/18/10,Restored,7,2003,Mud Snail,4,Summer
1,8,33,5,RC2,Shell,Running Channel,1.16,37.27774412,-75.85265968,Patch,RC1_R,3/19/14,Restored,8,2006,Mud Snail,0,Spring
1,8,30,10,BV4,Shell,Brownsville,1.25,37.45243994,-75.81648406,Patch,BV1_R,3/20/13,Restored,3,2010,Mud Snail,4,Fall
3,10,13,35,BR1,Shell,Black Rocks,0.88,37.60167726,-75.63882964,Fringe,No reference,3/2/11,Restored,1,2010,Mud Snail,4,Spring
1,15,10,5,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,4/4/11,Reference,NA,NA,Mud Snail,0,
1,13,32,55,BR1_W,Whelk,Black Rocks,0.22,37.6011963,-75.637968,Fringe,No reference,1/20/12,Restored,3,2009,Mud Snail,12,Spring
1,16,31,30,HC5,Shell,Hillcrest,0.47,37.27626799,-75.90350232,Patch,HC2_R,12/7/11,Restored,5,2006,Mud Snail,0,Spring
5,5,13,50,HC9,Shell,Hillcrest,0.78,37.27679375,-75.90427141,Patch,HC2_R,1/20/11,Restored,1,2009,Mud Snail,12,Summer
1,19,28,10,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,10/18/06,Restored,1,2005,Mud Snail,0,Summer
2,13.5,29,20,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,11/5/07,Restored,2,2005,Mud Snail,0,Summer
2,12,30,20,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,3/16/06,Restored,1,2005,Mud Snail,0,Summer
2,17,30,5,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,11/9/11,Restored,4,2007,Mud Snail,48,Summer
2,21,33,30,PO1,Shell,Point of Rocks,0.97,37.26662281,-75.90245046,Patch,No reference,4/20/15,Restored,5,2009,Mud Snail,8,Summer
3,3,11,25,CCN3,Shell,Cobb Cove,1.03,37.31908347,-75.75844056,Fringe,No reference,12/30/10,Restored,4,2006,Mud Snail,0,Summer
7,14,17,10,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,11/18/10,Restored,7,2003,Mud Snail,16,Summer
2,8,33,5,RC2,Shell,Running Channel,1.16,37.27774412,-75.85265968,Patch,RC1_R,3/19/14,Restored,8,2006,Mud Snail,0,Spring
2,8,30,10,BV4,Shell,Brownsville,1.25,37.45243994,-75.81648406,Patch,BV1_R,3/20/13,Restored,3,2010,Mud Snail,0,Fall
4,14,13,35,BR1,Shell,Black Rocks,0.88,37.60167726,-75.63882964,Fringe,No reference,3/17/11,Restored,1,2010,Mud Snail,0,Spring
2,15,10,5,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,4/4/11,Reference,NA,NA,Mud Snail,4,
2,13,32,55,BR1_W,Whelk,Black Rocks,0.22,37.6011963,-75.637968,Fringe,No reference,1/20/12,Restored,3,2009,Mud Snail,8,Spring
2,16,31,30,HC5,Shell,Hillcrest,0.47,37.27626799,-75.90350232,Patch,HC2_R,12/7/11,Restored,5,2006,Mud Snail,0,Spring
6,5,13,50,HC9,Shell,Hillcrest,0.78,37.27679375,-75.90427141,Patch,HC2_R,1/20/11,Restored,1,2009,Mud Snail,0,Summer
2,19,28,10,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,10/18/06,Restored,1,2005,Mud Snail,0,Summer
3,13.5,29,20,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,11/5/07,Restored,2,2005,Mud Snail,0,Summer
3,12,30,20,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,3/16/06,Restored,1,2005,Mud Snail,20,Summer
3,17,30,5,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,11/9/11,Restored,4,2007,Mud Snail,0,Summer
3,21,33,30,PO1,Shell,Point of Rocks,0.97,37.26662281,-75.90245046,Patch,No reference,4/20/15,Restored,5,2009,Mud Snail,20,Summer
4,3,11,25,CCN3,Shell,Cobb Cove,1.03,37.31908347,-75.75844056,Fringe,No reference,12/30/10,Restored,4,2006,Mud Snail,0,Summer
1,14,17,10,CCS2,Shell,Cobb Cove,0.11,37.31239482,-75.77425109,Fringe,No reference,11/18/10,Restored,7,2003,Mud Snail,8,Summer
3,8,33,5,RC2,Shell,Running Channel,1.16,37.27774412,-75.85265968,Patch,RC1_R,3/19/14,Restored,8,2006,Mud Snail,0,Spring
3,8,30,10,BV4,Shell,Brownsville,1.25,37.45243994,-75.81648406,Patch,BV1_R,3/20/13,Restored,3,2010,Mud Snail,0,Fall
3,15,10,5,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,4/4/11,Reference,NA,NA,Mud Snail,0,
3,13,32,55,BR1_W,Whelk,Black Rocks,0.22,37.6011963,-75.637968,Fringe,No reference,1/20/12,Restored,3,2009,Mud Snail,0,Spring
3,16,31,30,HC5,Shell,Hillcrest,0.47,37.27626799,-75.90350232,Patch,HC2_R,12/7/11,Restored,5,2006,Mud Snail,0,Spring
3,19,28,10,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,10/18/06,Restored,1,2005,Mud Snail,0,Summer
4,12,30,20,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,3/16/06,Restored,1,2005,Mud Snail,0,Summer
1,16,30,15,BV1_R,Reference,Brownsville,1.39,37.4528191,-75.81645518,Patch,Reference,3/10/16,Reference,NA,NA,Mud Snail,4,
2,16,30,15,BV1_R,Reference,Brownsville,1.39,37.4528191,-75.81645518,Patch,Reference,3/10/16,Reference,NA,NA,Mud Snail,0,
3,16,30,15,BV1_R,Reference,Brownsville,1.39,37.4528191,-75.81645518,Patch,Reference,3/10/16,Reference,NA,NA,Mud Snail,0,
2,27,30,0,BV1_R,Reference,Brownsville,1.39,37.4528191,-75.81645518,Patch,Reference,6/14/18,Reference,NA,NA,Mud Snail,0,
3,27,30,0,BV1_R,Reference,Brownsville,1.39,37.4528191,-75.81645518,Patch,Reference,6/14/18,Reference,NA,NA,Mud Snail,0,
1,27,30,0,BV1_R,Reference,Brownsville,1.39,37.4528191,-75.81645518,Patch,Reference,6/14/18,Reference,NA,NA,Mud Snail,0,
1,24,28,0,BV2,Shell,Brownsville,0.27,37.45272897,-75.81775388,Patch,BV1_R,9/13/17,Restored,7,2010,Mud Snail,0,Fall
3,24,28,0,BV2,Shell,Brownsville,0.27,37.45272897,-75.81775388,Patch,BV1_R,9/13/17,Restored,7,2010,Mud Snail,0,Fall
